0,162.496
1,78.0906
2,43.4258
3,7.50778
4,1.98809
5,1.79793
6,1.7033
7,1.70288
8,1.70284
9,1.70282
10,1.70281
11,1.70279
12,1.70278
13,1.70267
14,1.70253
15,1.70178
16,1.6998
17,1.69204
18,1.66848
19,1.59245
20,1.38097
21,0.900246
22,0.305872
23,0.0854971
24,0.0470197
25,0.0347392
26,0.031093
27,0.0296226
28,0.0292942
29,0.0283155
30,0.0282265
31,0.027879
32,0.0274136
33,0.0254351
34,0.0194119
35,0.0100479
36,0.00427872
37,0.00175256
38,0.000981227
39,0.000795746
40,0.000725833
41,0.000707993
42,0.000700531
43,0.000698651
44,0.000697885
45,0.000697644
46,0.000697575
47,0.0006975
48,0.000697499
49,0.000697498
50,0.000697496
51,0.000697496
52,0.000697495
53,0.000697493
54,0.000697493
55,0.000697493
56,0.000697493
57,0.000697493
58,0.000697493
59,0.000697493
60,0.000697493
61,0.000697493
62,0.000697493
63,0.000697493
64,0.000697493
65,0.000697493
66,0.000697493
67,0.000697493
68,0.000697493
69,0.000697493
70,0.000697493
71,0.000697493
72,0.000697493
73,0.000697493
