0,1.7413
1,1.55155
2,1.36834
3,0.702662
4,0.693578
5,0.685926
6,0.678032
7,0.656112
8,0.600211
9,0.454461
10,0.32762
11,0.243209
12,0.166945
13,0.099255
14,0.0485505
15,0.020151
16,0.00597636
17,0.000870183
18,6.17786e-005
19,1.53551e-005
20,1.18075e-005
21,1.13152e-005
22,9.57432e-006
23,7.10324e-006
24,1.31052e-006
25,8.76109e-008
26,1.25126e-008
27,7.58459e-009
28,6.51551e-009
29,5.33346e-009
30,4.7747e-009
31,3.60794e-009
32,1.29823e-009
33,2.06255e-010
34,6.16379e-012
35,2.9005e-012
36,5.06989e-011
37,9.31654e-013
38,1.9783e-012
39,3.23697e-013
40,1.14526e-012
41,9.90148e-013
42,7.19189e-013
43,3.8102e-013
44,4.89639e-013
45,2.12809e-013
46,1.92504e-013
47,2.42717e-013
48,3.50629e-013
49,2.45268e-012
50,8.12404e-012
51,1.28547e-011
52,3.85831e-011
53,5.846e-011
54,8.55385e-012
55,1.62943e-012
56,3.24095e-012
57,1.90789e-012
58,1.68208e-011
59,7.99716e-012
60,2.53776e-011
61,2.76013e-012
62,8.68057e-013
63,1.25761e-011
64,2.17915e-011
65,5.12231e-012
66,5.30427e-013
67,3.35008e-013
68,3.95275e-013
69,5.11509e-013
70,3.45718e-011
71,3.63487e-012
72,5.35699e-012
73,1.73225e-011
74,6.09602e-011
75,3.4313e-011
76,5.3226e-011
77,5.32669e-012
78,6.65064e-012
79,3.98392e-012
80,1.35796e-012
81,5.58845e-012
82,6.60364e-011
83,1.4545e-011
84,1.42389e-012
85,4.95927e-012
86,4.54498e-011
87,3.00989e-011
88,1.18274e-011
89,2.0616e-011
90,1.26228e-011
91,4.34035e-011
92,2.97824e-011
93,5.00041e-012
94,1.10546e-011
95,4.04689e-012
96,5.84853e-011
97,3.80397e-011
98,2.7817e-011
99,1.61677e-011
100,6.57147e-011
101,5.87393e-011
102,8.28154e-011
103,2.66929e-011
104,6.58365e-012
105,2.24322e-011
106,2.24347e-011
107,1.10297e-011
